DATE,MICONS,MIEDUH,MIFIRE,MIGOVT,MIMFG,MINA,MISLIND,MIUR,SMS26000000600000001,SMU26000000600000002SA,SMU26000000600000003SA,SMU26000002000000002SA,SMU26000002000000003SA,SMU26000003000000002SA,SMU26000003000000003SA,SMU26000005500000002SA,SMU26000005500000003SA,SMU26000006500000002SA,SMU26000006500000003SA
2001-10-01,204.8,522.0,209.9,682.7,794.6,4514.2,-1.86,5.9,1008.5,,,,,,,,,,
2001-11-01,204.8,523.9,210.5,683.5,784.8,4500.0,-0.79,6.1,998.6,,,,,,,,,,
2001-12-01,205.7,525.7,210.9,684.0,781.0,4491.3,-1.04,6.3,995.8,,,,,,,,,,
2002-01-01,205.8,526.5,212.7,689.2,770.8,4493.4,-0.43,6.4,985.4,,,,,,,,,,
2002-02-01,204.8,527.9,212.9,686.0,772.4,4490.4,0.13,6.4,986.0,,,,,,,,,,
2002-03-01,203.0,529.0,212.9,685.6,769.5,4489.6,1.61,6.4,981.3,,,,,,,,,,
2002-04-01,201.8,534.6,212.7,680.0,765.4,4486.7,2.26,6.4,975.9,,,,,,,,,,
2002-05-01,201.3,536.0,212.8,682.9,764.0,4489.7,1.97,6.4,974.0,,,,,,,,,,
2002-06-01,200.9,538.3,212.4,684.3,766.3,4495.2,1.98,6.3,975.8,,,,,,,,,,
2002-07-01,199.5,535.2,212.8,687.6,764.4,4494.1,1.64,6.2,972.4,,,,,,,,,,
2002-08-01,198.9,537.2,213.4,688.5,760.1,4491.1,1.59,6.1,967.4,,,,,,,,,,
2002-09-01,197.3,538.0,213.9,688.9,756.0,4489.3,1.15,6.1,961.9,,,,,,,,,,
2002-10-01,196.5,538.8,214.3,690.8,755.9,4486.4,0.08,6.2,960.9,,,,,,,,,,
2002-11-01,195.1,540.3,215.0,690.3,752.6,4481.3,-0.89,6.3,956.3,,,,,,,,,,
2002-12-01,192.5,540.5,214.9,689.0,747.7,4468.7,-0.64,6.4,948.7,,,,,,,,,,
2003-01-01,192.6,542.4,215.4,686.8,739.6,4449.7,-0.56,6.6,940.5,,,,,,,,,,
2003-02-01,189.7,542.9,215.3,688.9,735.0,4437.5,-1.04,6.9,933.0,,,,,,,,,,
2003-03-01,187.7,542.5,215.6,685.4,731.6,4426.2,-0.61,7.1,927.6,,,,,,,,,,
2003-04-01,188.3,542.7,217.0,686.6,720.2,4411.7,-0.02,7.2,916.6,,,,,,,,,,
2003-05-01,191.0,544.0,217.3,687.5,723.2,4422.9,0.07,7.4,922.6,,,,,,,,,,
2003-06-01,192.3,545.4,217.6,682.2,725.3,4422.2,-0.08,7.5,926.0,,,,,,,,,,
2003-07-01,191.8,547.3,217.8,684.4,694.9,4389.4,0.89,7.5,894.5,,,,,,,,,,
2003-08-01,191.2,548.5,217.8,679.2,714.4,4400.7,1.58,7.4,913.5,,,,,,,,,,
2003-09-01,191.3,549.4,217.5,680.5,709.9,4404.5,2.20,7.3,909.2,,,,,,,,,,
2003-10-01,191.3,550.2,216.6,688.7,705.5,4405.8,2.52,7.2,904.8,,,,,,,,,,
2003-11-01,191.1,551.9,216.1,684.9,706.4,4404.0,2.59,7.0,905.5,,,,,,,,,,
2003-12-01,192.3,553.6,215.7,684.6,703.7,4403.4,1.81,6.9,904.0,,,,,,,,,,
2004-01-01,190.6,553.2,215.1,683.1,708.8,4404.1,0.47,6.9,907.5,,,,,,,,,,
2004-02-01,190.1,554.1,214.5,681.0,703.6,4395.3,0.95,6.8,901.8,,,,,,,,,,
2004-03-01,190.7,555.7,215.6,681.6,703.2,4396.0,0.31,6.9,902.2,,,,,,,,,,
2004-04-01,191.2,559.9,215.8,681.1,703.4,4400.4,0.10,6.9,902.8,,,,,,,,,,
2004-05-01,191.1,559.5,215.8,680.7,700.0,4399.8,-0.29,7.0,899.3,,,,,,,,,,
2004-06-01,191.6,557.7,215.7,678.3,697.5,4393.4,-0.09,7.0,897.0,,,,,,,,,,
2004-07-01,191.7,561.0,216.4,675.4,684.7,4381.5,0.88,7.0,884.5,,,,,,,,,,
2004-08-01,192.0,562.6,215.8,675.9,701.0,4400.4,0.23,7.1,901.2,,,,,,,,,,
2004-09-01,192.3,563.9,215.9,676.6,697.8,4400.8,0.30,7.1,898.5,,,,,,,,,,
2004-10-01,193.0,566.3,215.6,678.7,696.0,4407.7,-0.63,7.2,897.2,,,,,,,,,,
2004-11-01,194.1,567.1,215.8,678.0,691.1,4399.9,-0.03,7.2,893.4,,,,,,,,,,
2004-12-01,193.4,568.2,216.5,678.5,691.0,4400.3,1.12,7.1,892.5,,,,,,,,,,
2005-01-01,191.3,569.6,216.8,678.3,686.1,4393.8,0.57,7.1,885.9,,,,,,,,,,
2005-02-01,190.7,571.8,216.6,677.4,692.4,4404.1,1.29,7.0,891.5,,,,,,,,,,
2005-03-01,190.1,572.8,216.6,676.9,685.2,4396.1,-0.01,6.9,883.7,,,,,,,,,,
2005-04-01,190.9,573.9,216.1,677.2,679.7,4400.8,0.18,6.8,879.2,,,,,,,,,,
2005-05-01,190.6,574.2,215.7,676.3,679.9,4397.8,0.07,6.7,879.1,,,,,,,,,,
2005-06-01,190.1,571.6,215.7,674.7,675.4,4383.5,0.26,6.6,874.0,,,,,,,,,,
2005-07-01,190.6,575.4,215.8,667.1,672.6,4385.8,-0.64,6.6,871.7,,,,,,,,,,
2005-08-01,189.5,576.7,215.8,670.1,671.0,4384.0,-1.25,6.5,868.9,,,,,,,,,,
2005-09-01,188.8,579.2,216.0,674.6,673.5,4395.4,-0.87,6.6,870.6,,,,,,,,,,
2005-10-01,188.3,580.2,216.2,671.6,674.7,4383.1,-1.10,6.6,871.3,,,,,,,,,,
2005-11-01,187.9,581.5,216.2,672.2,672.6,4381.3,-1.90,6.7,868.8,,,,,,,,,,
2005-12-01,185.1,582.7,215.8,670.8,669.1,4373.4,-1.81,6.7,862.4,,,,,,,,,,
2006-01-01,185.1,580.6,215.6,672.8,667.5,4368.9,-1.51,6.8,860.7,,,,,,,,,,
2006-02-01,184.7,580.7,215.2,671.4,662.0,4361.5,-1.16,6.8,854.9,,,,,,,,,,
2006-03-01,183.4,582.3,215.0,673.7,659.2,4358.7,-1.80,6.9,850.8,,,,,,,,,,
2006-04-01,183.9,580.8,214.4,669.7,660.6,4355.2,-1.72,6.9,852.6,,,,,,,,,,
2006-05-01,181.1,582.8,214.1,665.9,655.7,4336.3,-1.97,7.0,844.8,,,,,,,,,,
2006-06-01,179.7,582.3,214.2,665.3,654.2,4337.7,-1.78,7.0,841.9,,,,,,,,,,
2006-07-01,177.5,582.9,213.4,660.9,636.6,4307.1,-2.52,7.1,822.1,,,,,,,,,,
2006-08-01,176.5,583.5,213.4,657.4,644.0,4310.7,-2.14,7.1,828.5,,,,,,,,,,
2006-09-01,175.1,587.1,213.0,660.4,640.5,4311.9,-2.41,7.2,823.6,,,,,,,,,,
2006-10-01,173.4,584.6,212.7,662.4,633.9,4296.1,-1.26,7.2,815.3,,,,,,,,,,
2006-11-01,171.3,585.7,212.5,663.8,634.6,4296.9,-1.24,7.1,813.9,,,,,,,,,,
2006-12-01,172.0,587.5,212.3,661.8,632.1,4294.9,-0.84,7.0,811.9,,,,,,,,,,
2007-01-01,171.6,589.2,211.3,660.8,622.5,4284.7,-1.93,7.0,801.9,40.9,25.6,38.7,22.5,41.2,22.8,35.7,21.9,37.6,18.8
2007-02-01,170.0,591.0,210.8,660.8,631.3,4291.9,-1.33,6.9,809.1,40.4,25.4,37.9,22.8,40.9,23.1,35.6,22.3,37.8,18.9
2007-03-01,170.1,591.4,210.8,662.7,627.8,4287.7,-1.01,6.9,805.6,40.5,25.5,38.2,23.2,40.8,23.6,35.3,22.4,37.7,19.7
2007-04-01,168.4,595.0,210.6,659.1,625.5,4282.8,-1.65,6.9,801.4,40.8,25.5,38.0,23.6,41.1,23.9,35.6,22.4,37.5,19.5
2007-05-01,167.5,595.5,210.5,659.5,620.4,4277.7,-1.82,6.9,795.6,40.6,25.8,38.1,23.9,40.9,24.2,35.5,22.4,37.4,19.2
2007-06-01,166.7,597.0,210.1,656.1,620.3,4274.9,-2.45,7.0,794.8,40.3,25.6,38.5,24.3,40.3,24.1,35.8,22.5,37.1,19.4
2007-07-01,166.4,597.2,210.6,655.0,617.2,4266.7,-2.24,7.1,791.3,40.2,25.7,38.4,24.9,40.3,24.1,36.2,22.4,37.0,19.7
2007-08-01,165.8,597.8,209.1,653.3,617.7,4261.5,-1.74,7.2,791.2,40.6,25.8,37.9,24.9,41.1,24.3,35.7,22.7,37.0,19.5
2007-09-01,165.3,601.0,208.1,653.0,611.8,4255.1,-1.94,7.3,784.8,40.8,25.8,38.2,25.3,41.3,24.5,35.9,23.6,37.1,19.6
2007-10-01,164.3,600.5,208.0,651.2,601.7,4244.5,-2.38,7.4,773.6,40.8,25.6,38.1,25.4,41.3,24.3,35.8,23.3,36.5,19.6
2007-11-01,163.7,600.9,207.3,649.1,608.0,4248.5,-1.92,7.4,779.3,40.5,25.4,37.0,25.8,41.1,24.0,35.8,23.3,36.4,19.8
2007-12-01,162.9,603.3,206.8,650.0,605.9,4245.9,-0.87,7.3,776.4,41.2,25.7,38.3,25.1,41.5,24.8,36.4,24.2,36.4,20.0
2008-01-01,162.2,604.6,206.6,649.2,602.5,4236.2,-1.25,7.3,772.4,40.8,25.4,38.3,25.9,41.5,25.2,35.9,23.5,36.0,20.5
2008-02-01,161.1,605.2,206.3,648.7,601.4,4231.5,-2.25,7.3,770.1,41.1,25.4,38.5,26.2,41.8,25.5,36.1,23.4,35.8,20.3
2008-03-01,158.9,605.0,205.6,648.1,587.0,4211.4,-2.75,7.4,753.6,41.1,25.6,38.9,26.2,41.6,25.5,36.3,23.7,35.5,20.4
2008-04-01,155.2,606.3,204.1,651.5,577.5,4190.7,-2.80,7.6,740.4,40.9,25.3,38.8,26.5,41.4,25.1,36.1,23.6,35.3,20.5
2008-05-01,155.4,607.0,203.6,650.3,570.9,4180.0,-2.56,7.8,734.0,40.7,25.0,38.4,26.1,41.3,25.0,36.2,23.4,35.3,20.4
2008-06-01,155.2,607.6,202.5,652.3,587.9,4194.4,-1.92,8.0,750.9,40.8,25.2,38.3,26.2,42.0,25.1,36.0,24.4,35.0,20.3
2008-07-01,153.4,608.5,201.3,653.5,562.5,4160.7,-2.33,8.2,723.8,40.6,24.7,37.9,26.4,41.6,25.2,36.0,23.7,34.7,20.2
2008-08-01,152.5,608.9,200.6,656.1,568.2,4161.6,-2.92,8.4,728.7,40.2,24.8,37.9,26.4,41.1,25.1,36.1,23.4,34.4,20.2
2008-09-01,151.3,609.0,199.8,651.9,561.1,4134.0,-2.62,8.7,720.3,40.3,24.9,37.7,26.7,41.3,25.2,36.4,23.3,34.5,20.1
2008-10-01,148.7,608.9,198.8,647.1,554.9,4107.1,-2.84,9.0,711.5,40.4,24.9,37.1,26.3,41.2,25.2,36.5,23.1,34.1,20.2
2008-11-01,145.3,608.6,197.7,647.5,551.0,4082.9,-4.39,9.5,704.3,39.4,25.2,37.3,26.4,40.4,25.4,36.6,23.7,34.2,20.3
2008-12-01,141.9,608.9,196.9,645.4,540.0,4055.3,-5.23,10.1,689.9,38.9,24.9,37.3,26.5,40.0,25.3,36.1,22.9,34.0,20.3
2009-01-01,138.7,608.0,194.7,651.0,477.4,3951.1,-8.16,11.2,623.3,36.7,25.3,36.8,26.7,37.2,25.4,35.4,23.1,33.9,20.4
2009-02-01,137.0,609.4,194.4,649.3,489.9,3951.3,-7.81,12.2,634.4,38.7,25.5,38.1,26.4,39.4,24.7,36.2,22.9,34.6,20.5
2009-03-01,133.8,609.4,193.3,649.0,484.4,3923.0,-7.66,13.1,625.0,38.5,25.3,36.7,26.5,39.5,24.5,36.1,23.0,34.1,20.6
2009-04-01,132.1,609.3,193.1,652.5,475.6,3906.8,-5.82,13.8,614.4,38.3,25.5,36.2,26.4,39.3,24.8,36.3,22.8,33.8,20.5
2009-05-01,129.8,610.4,192.7,651.7,453.4,3875.0,-4.19,14.4,589.9,37.5,25.3,37.2,26.4,37.9,24.6,36.0,24.1,33.6,20.7
2009-06-01,126.6,610.6,191.5,647.2,440.6,3837.7,-4.06,14.9,574.0,38.8,25.4,36.4,26.4,39.8,24.9,35.9,23.5,33.5,20.9
2009-07-01,124.5,608.5,190.5,643.7,447.4,3830.3,0.13,14.7,578.7,39.6,25.6,37.4,26.3,40.4,25.1,36.1,23.6,33.3,20.9
2009-08-01,122.9,608.9,189.9,644.4,453.3,3831.2,1.17,14.6,583.0,39.5,24.5,37.7,26.3,40.3,23.5,36.4,24.3,33.3,21.2
2009-09-01,121.1,607.6,189.9,642.0,456.5,3832.7,1.51,14.4,584.5,37.8,24.8,35.7,26.2,38.5,24.2,35.8,24.2,32.8,21.3
2009-10-01,121.4,609.4,189.1,643.5,460.0,3837.3,0.88,14.2,588.3,39.0,25.2,37.5,26.3,39.5,24.6,36.0,24.2,33.0,21.7
2009-11-01,121.2,609.5,188.7,642.4,458.5,3834.2,1.14,14.0,586.6,39.2,25.1,37.3,26.1,39.8,24.5,36.7,24.4,32.7,21.2
2009-12-01,121.3,608.8,188.0,641.3,460.5,3835.7,0.81,13.9,588.8,39.7,25.1,37.4,26.3,40.4,24.5,36.2,24.3,32.5,21.2
2010-01-01,120.7,609.2,187.8,639.8,462.5,3834.6,1.41,13.7,590.3,39.6,24.9,37.8,26.0,40.1,24.1,36.4,24.3,32.4,20.9
2010-02-01,119.1,609.0,187.5,639.6,462.8,3833.3,2.24,13.5,588.9,39.7,24.9,37.8,26.1,40.3,24.4,36.3,24.7,32.2,21.1
2010-03-01,120.5,608.7,187.0,639.0,461.2,3828.5,2.68,13.3,588.4,39.9,25.0,38.0,26.1,40.6,24.4,36.8,24.6,32.0,21.2
2010-04-01,122.6,610.4,185.4,641.2,467.4,3847.0,3.59,13.0,597.0,40.4,25.1,38.3,26.2,40.8,24.7,36.5,24.8,32.2,21.2
2010-05-01,120.6,611.4,186.0,650.5,469.7,3859.8,3.99,12.7,597.4,40.6,25.2,37.6,26.5,41.0,24.8,37.2,24.9,32.1,21.3
2010-06-01,119.6,610.6,186.1,642.9,472.8,3862.7,3.68,12.4,599.6,40.8,25.3,37.9,26.7,40.9,24.9,36.8,24.7,32.1,21.2
2010-07-01,121.0,613.6,187.4,638.3,474.1,3872.4,2.67,12.2,602.3,41.1,25.4,37.5,26.5,41.6,24.9,36.5,24.7,32.3,21.1
2010-08-01,121.7,613.7,188.0,630.1,470.7,3867.0,2.21,12.0,599.6,40.9,25.7,38.0,26.5,41.2,25.2,36.7,24.8,32.4,21.2
2010-09-01,122.8,611.7,188.9,625.8,482.3,3876.3,1.80,11.9,612.4,40.4,25.6,37.3,26.5,40.9,25.1,36.7,24.7,32.4,21.3
2010-10-01,124.9,614.6,190.0,627.4,485.7,3891.3,2.09,11.7,617.8,40.7,25.4,38.5,26.6,41.0,24.9,36.4,24.7,32.7,21.3
2010-11-01,123.7,614.4,190.4,626.4,487.3,3893.0,4.02,11.4,618.2,41.1,25.5,38.9,26.2,41.5,25.1,36.2,24.7,32.5,21.3
2010-12-01,123.1,614.7,191.0,625.6,488.5,3894.3,2.71,11.2,618.7,40.7,25.5,38.7,26.2,41.1,25.0,36.3,25.0,32.3,21.3
2011-01-01,123.5,615.5,192.5,624.0,492.1,3907.9,2.88,10.9,622.7,41.6,25.3,38.7,26.2,41.8,25.1,36.3,24.7,32.6,21.0
2011-02-01,123.2,614.6,192.8,620.5,495.4,3909.9,2.85,10.7,625.8,41.5,25.3,38.9,26.4,41.6,25.3,35.9,24.6,32.3,21.2
2011-03-01,123.6,615.8,193.5,621.6,496.7,3920.2,2.67,10.6,627.5,41.5,25.3,39.0,26.1,41.7,25.3,35.9,24.0,32.2,21.1
2011-04-01,122.8,620.7,191.7,620.6,505.6,3934.7,2.48,10.5,635.6,41.4,25.0,38.9,25.9,41.5,24.9,35.7,24.4,32.2,21.3
2011-05-01,123.5,620.3,191.7,617.7,507.3,3937.3,1.35,10.5,638.2,41.7,25.1,39.1,25.4,41.8,25.2,36.5,24.1,32.3,21.4
2011-06-01,124.9,620.0,191.7,619.1,508.5,3942.7,1.74,10.5,640.8,40.9,24.8,38.8,25.5,41.1,24.7,36.1,23.8,32.2,21.4
2011-07-01,127.0,623.7,193.1,617.3,508.3,3958.5,2.33,10.4,642.8,40.9,24.8,39.5,25.4,40.8,24.8,36.5,24.1,32.2,21.7
2011-08-01,127.3,624.6,193.6,615.4,514.2,3968.0,2.34,10.3,649.0,41.2,24.6,39.7,25.3,41.0,24.5,36.5,23.9,31.9,21.6
2011-09-01,127.0,625.1,193.8,614.7,516.8,3976.6,2.76,10.1,651.4,41.3,24.5,40.0,25.3,41.1,24.4,36.5,23.9,31.9,21.5
2011-10-01,126.3,626.2,194.1,613.5,520.1,3984.7,3.70,9.8,654.0,41.4,24.6,39.3,25.3,41.4,24.6,36.8,24.2,32.2,21.6
2011-11-01,126.7,625.6,194.4,612.9,523.6,3990.4,3.55,9.6,658.0,41.6,24.4,39.7,25.5,41.5,24.3,36.8,24.1,31.9,21.6
2011-12-01,127.3,626.8,194.9,612.0,527.3,3991.3,2.66,9.4,662.3,41.0,24.3,39.0,25.4,41.0,24.3,37.0,23.9,31.9,21.7
2012-01-01,127.7,628.1,194.3,614.8,530.1,4004.8,2.90,9.2,665.6,41.2,24.7,38.9,25.7,41.4,24.6,37.0,24.3,32.3,22.0
2012-02-01,128.7,630.3,194.7,612.7,530.4,4011.3,2.83,9.1,667.0,41.0,24.6,38.9,25.8,41.3,24.5,37.2,23.9,32.1,21.8
2012-03-01,129.6,630.5,195.3,612.1,531.7,4021.0,2.01,9.1,669.1,40.5,24.6,38.3,25.6,40.7,24.4,36.8,23.6,32.2,22.0
2012-04-01,132.7,631.2,195.8,610.9,534.0,4035.2,1.65,9.1,674.7,41.0,24.7,38.6,25.5,41.3,24.7,37.0,23.5,32.5,21.8
2012-05-01,127.6,631.1,195.8,610.4,536.1,4025.4,1.44,9.1,671.6,40.4,24.4,38.4,25.6,40.6,24.3,36.4,23.6,32.3,21.8
2012-06-01,126.6,632.0,196.0,606.7,536.1,4024.2,1.56,9.1,670.3,40.6,24.5,39.2,25.4,40.9,24.3,36.6,23.4,32.5,21.9
2012-07-01,126.5,632.0,197.1,606.4,540.7,4033.5,1.76,9.1,674.9,40.8,25.0,38.4,25.4,41.5,25.0,36.6,23.5,32.5,22.0
2012-08-01,126.7,633.3,197.1,608.9,540.2,4040.4,2.31,9.0,674.6,40.8,24.7,38.7,25.4,41.3,24.7,36.5,22.9,32.4,21.9
2012-09-01,127.9,633.7,197.4,607.1,541.1,4043.5,1.98,9.0,676.9,40.9,24.9,38.7,25.5,41.4,24.9,36.4,22.9,32.7,21.9
2012-10-01,128.2,634.3,198.0,604.2,542.0,4047.4,1.78,9.0,678.0,41.1,24.8,39.0,25.5,41.6,24.7,36.2,22.7,32.4,21.9
2012-11-01,128.8,634.8,198.6,604.2,542.5,4056.9,1.61,9.0,679.1,40.9,24.8,39.1,25.9,41.4,24.7,36.0,22.5,32.5,22.0
2012-12-01,130.7,636.6,199.3,603.1,546.8,4068.1,1.78,9.0,685.4,41.4,24.7,39.1,25.8,41.9,24.8,36.1,22.7,32.7,22.2
2013-01-01,132.0,635.3,200.6,602.2,547.6,4079.1,2.41,8.9,687.5,41.3,24.8,39.0,25.8,41.9,24.7,35.6,22.7,32.4,22.3
2013-02-01,133.6,636.5,201.3,601.0,549.5,4091.0,1.68,8.9,691.0,41.2,24.6,39.1,25.7,41.6,24.5,35.6,22.4,32.4,22.5
2013-03-01,132.5,636.9,201.5,599.3,551.2,4095.3,1.58,8.8,691.7,41.3,24.5,38.8,25.7,41.8,24.4,35.5,22.8,32.4,22.3
2013-04-01,131.9,638.9,202.3,599.4,552.4,4089.8,1.97,8.7,692.1,40.9,24.5,38.0,25.8,41.5,24.4,35.8,22.8,32.2,22.5
2013-05-01,132.7,638.4,202.5,599.9,554.5,4099.1,2.29,8.6,695.1,40.9,24.7,39.4,25.9,41.1,24.6,35.9,22.7,32.2,22.6
2013-06-01,131.8,639.3,203.7,597.1,555.1,4101.1,1.70,8.6,694.9,41.2,24.9,38.9,26.0,41.7,24.7,36.0,22.9,32.7,22.7
2013-07-01,133.4,640.5,204.3,596.9,548.8,4097.3,1.81,8.6,690.2,41.4,24.9,39.8,26.5,41.7,24.6,35.6,22.5,32.3,22.7
2013-08-01,133.9,641.4,204.2,596.9,558.6,4118.4,2.01,8.5,700.6,41.6,24.8,38.5,26.2,42.3,24.5,35.6,22.8,32.3,22.7
2013-09-01,134.4,641.3,203.6,599.3,561.8,4126.1,2.27,8.4,704.3,41.9,24.7,38.4,26.3,42.8,24.5,36.3,23.0,32.6,22.9
2013-10-01,135.6,641.1,203.6,598.1,563.8,4134.4,2.00,8.3,707.5,41.6,24.7,38.4,26.2,42.4,24.4,35.8,23.3,32.4,22.7
2013-11-01,136.3,642.4,204.0,596.8,566.0,4141.0,1.87,8.2,710.5,41.5,24.7,37.4,26.1,42.4,24.4,35.7,23.3,32.5,22.8
2013-12-01,135.9,641.7,203.8,596.5,564.9,4145.1,3.52,8.0,709.0,41.7,24.6,37.8,26.3,42.5,24.4,35.6,23.5,32.8,22.9
2014-01-01,137.3,642.6,204.0,595.5,566.2,4143.5,3.36,7.9,711.8,41.2,24.6,37.8,25.6,41.9,24.4,35.8,23.5,32.3,23.0
2014-02-01,139.2,643.0,204.1,595.8,572.9,4158.0,2.62,7.8,720.4,42.0,24.7,38.3,25.5,42.6,24.6,36.0,23.9,32.6,23.0
2014-03-01,138.1,643.1,203.9,595.8,573.0,4158.2,2.69,7.7,719.5,41.5,25.0,37.7,26.0,42.3,24.8,35.9,24.5,32.5,23.2
2014-04-01,139.4,642.7,204.0,595.6,566.9,4156.5,2.35,7.5,714.5,41.4,25.0,37.9,26.3,42.1,24.8,35.3,23.9,32.3,23.1
2014-05-01,140.6,643.8,204.7,594.7,571.9,4170.6,3.14,7.3,720.6,41.5,25.0,37.0,26.0,42.5,24.8,35.5,24.5,32.3,23.2
2014-06-01,142.3,643.5,204.8,596.0,578.3,4188.1,3.04,7.1,728.9,41.5,25.0,38.6,26.0,42.1,24.7,36.1,25.3,32.4,23.2
2014-07-01,142.5,642.4,204.5,596.7,576.3,4183.5,2.39,7.0,727.0,41.3,24.7,38.1,25.9,42.1,24.5,35.7,25.3,32.3,23.1
2014-08-01,143.6,643.1,204.8,597.7,577.6,4188.9,2.22,6.8,729.4,40.8,24.9,38.0,26.1,41.5,24.6,35.9,25.4,32.4,23.3
2014-09-01,144.2,643.9,205.0,594.8,575.9,4187.4,3.06,6.7,728.3,41.1,24.9,38.8,26.3,41.7,24.6,35.9,26.1,32.4,23.4
2014-10-01,141.3,647.0,204.9,596.9,579.6,4197.3,3.23,6.5,729.3,40.8,24.9,38.0,25.7,41.6,24.7,36.2,25.9,32.6,23.4
2014-11-01,142.7,647.6,204.7,594.6,584.8,4207.3,2.50,6.4,735.9,41.2,25.0,38.4,25.1,41.9,24.9,36.8,26.4,32.9,23.6
2014-12-01,144.6,649.1,206.1,595.2,584.9,4217.6,2.16,6.2,738.1,41.6,24.9,38.9,25.5,42.4,24.7,35.9,26.6,32.6,23.6
2015-01-01,151.1,652.1,206.7,591.3,589.7,4240.6,1.84,6.0,749.5,41.1,24.9,38.7,25.6,41.8,24.8,36.5,26.8,32.6,23.6
2015-02-01,151.4,652.0,205.1,593.7,593.1,4247.9,3.68,5.9,753.1,41.2,25.1,38.4,25.7,41.9,24.9,36.8,27.2,32.5,23.7
2015-03-01,152.5,654.9,206.1,595.2,591.9,4251.9,4.53,5.8,752.9,41.6,25.1,39.3,26.0,42.2,24.9,37.1,27.5,32.8,23.7
2015-04-01,154.9,652.2,207.0,594.8,591.1,4252.1,3.84,5.6,754.4,41.4,25.1,38.9,26.1,42.1,24.9,36.8,27.5,32.7,24.0
2015-05-01,154.5,657.6,209.2,596.3,597.6,4276.0,1.45,5.5,760.4,41.8,25.0,38.9,26.1,42.4,24.8,37.1,27.6,32.7,24.0
2015-06-01,156.4,660.6,209.9,588.0,596.5,4270.7,0.69,5.3,761.1,41.6,25.0,38.5,26.1,42.4,24.7,36.8,27.4,32.6,23.9
2015-07-01,155.1,662.6,211.7,588.3,598.6,4277.6,2.46,5.2,761.8,41.1,25.0,38.5,26.2,41.8,24.8,37.0,27.5,32.7,24.3
2015-08-01,150.6,661.5,213.8,590.2,600.1,4281.3,3.56,5.1,758.9,41.6,25.7,39.2,26.3,42.3,25.6,36.9,27.9,32.8,24.4
2015-09-01,148.8,660.0,210.3,582.5,603.8,4263.3,2.74,5.1,760.8,39.4,25.4,36.7,26.3,40.2,25.4,36.7,27.9,32.6,24.3
2015-10-01,149.6,664.2,211.5,589.2,602.1,4277.8,1.24,5.1,759.8,41.2,25.4,39.4,26.8,41.7,25.1,36.6,27.9,32.6,25.1
2015-11-01,153.1,666.3,212.7,586.7,606.8,4287.0,0.62,5.1,767.9,41.0,25.4,38.3,26.8,41.7,25.0,36.9,28.6,32.7,24.6
2015-12-01,155.6,667.9,212.9,587.9,603.5,4297.4,0.99,5.1,767.3,40.6,25.5,38.5,26.9,41.2,25.0,36.8,27.9,32.7,24.6
2016-01-01,,,,,,,,4.9,,,,,,,,,,,
