DATE,OHCONS,OHEDUH,OHFIRE,OHGOVT,OHMFG,OHNA,OHSLIND,OHUR,SMS39000000600000001,SMU39000000600000002SA,SMU39000000600000003SA,SMU39000002000000002SA,SMU39000002000000003SA,SMU39000003000000002SA,SMU39000003000000003SA,SMU39000005500000002SA,SMU39000005500000003SA,SMU39000006500000002SA,SMU39000006500000003SA
2001-09-01,239.6,695.7,308.1,796.9,930.3,5507.1,-2.00,4.7,1183.0,,,,,,,,,,
2001-10-01,240.0,700.0,307.6,798.7,923.7,5498.6,-0.94,4.9,1176.5,,,,,,,,,,
2001-11-01,240.0,701.6,308.2,798.9,915.5,5485.7,-1.25,5.2,1168.3,,,,,,,,,,
2001-12-01,239.6,702.2,307.9,799.9,908.7,5473.5,-0.52,5.4,1161.0,,,,,,,,,,
2002-01-01,239.6,704.0,308.2,799.5,899.8,5466.7,0.05,5.6,1152.0,,,,,,,,,,
2002-02-01,238.8,706.4,308.8,800.9,895.8,5463.0,0.65,5.7,1147.1,,,,,,,,,,
2002-03-01,237.5,707.1,308.8,801.5,892.5,5458.0,0.00,5.8,1142.4,,,,,,,,,,
2002-04-01,234.4,707.3,307.8,800.6,889.7,5446.3,0.84,5.9,1136.6,,,,,,,,,,
2002-05-01,235.1,710.0,307.6,799.4,888.5,5446.7,2.10,5.9,1135.5,,,,,,,,,,
2002-06-01,235.5,711.2,307.3,797.7,887.3,5446.0,2.11,5.8,1134.8,,,,,,,,,,
2002-07-01,237.0,710.0,308.4,800.6,884.2,5446.6,0.65,5.7,1133.2,,,,,,,,,,
2002-08-01,237.1,712.3,307.9,799.9,883.3,5443.7,-0.43,5.7,1132.4,,,,,,,,,,
2002-09-01,236.7,714.4,308.3,800.7,880.8,5443.8,-0.07,5.7,1129.5,,,,,,,,,,
2002-10-01,236.8,717.5,309.1,799.9,876.4,5437.7,-0.40,5.7,1125.2,,,,,,,,,,
2002-11-01,235.5,719.0,309.5,801.2,872.5,5431.7,-0.88,5.8,1119.9,,,,,,,,,,
2002-12-01,233.7,719.5,309.7,800.7,868.7,5422.1,-0.73,5.9,1114.3,,,,,,,,,,
2003-01-01,232.6,723.5,310.6,802.2,867.6,5423.1,0.03,6.1,1112.1,,,,,,,,,,
2003-02-01,228.5,723.2,310.7,801.1,862.8,5406.9,0.70,6.2,1103.1,,,,,,,,,,
2003-03-01,228.3,724.2,310.9,801.6,858.2,5398.8,0.65,6.3,1098.3,,,,,,,,,,
2003-04-01,231.5,725.4,310.9,803.2,850.5,5405.5,0.70,6.4,1093.7,,,,,,,,,,
2003-05-01,232.1,726.3,311.6,802.9,850.6,5404.7,0.76,6.4,1094.4,,,,,,,,,,
2003-06-01,231.7,727.9,311.9,800.9,844.2,5394.2,0.39,6.4,1087.5,,,,,,,,,,
2003-07-01,229.6,731.2,312.0,805.3,837.8,5392.3,1.18,6.4,1079.0,,,,,,,,,,
2003-08-01,230.5,733.2,312.8,802.9,833.9,5390.6,1.86,6.3,1076.0,,,,,,,,,,
2003-09-01,231.2,734.7,313.2,802.0,831.3,5387.3,1.90,6.2,1074.1,,,,,,,,,,
2003-10-01,232.0,735.6,312.3,802.2,827.7,5388.3,1.86,6.1,1071.2,,,,,,,,,,
2003-11-01,232.7,736.5,311.9,801.9,827.3,5389.3,0.96,6.0,1071.6,,,,,,,,,,
2003-12-01,234.3,737.6,312.4,804.5,824.6,5389.9,0.76,6.1,1070.5,,,,,,,,,,
2004-01-01,233.5,738.9,312.4,799.5,824.1,5390.9,1.95,6.1,1069.3,,,,,,,,,,
2004-02-01,233.1,739.4,312.5,803.3,824.0,5393.6,1.53,6.1,1068.9,,,,,,,,,,
2004-03-01,237.0,740.9,312.6,804.5,824.0,5403.6,1.31,6.2,1072.9,,,,,,,,,,
2004-04-01,234.7,743.2,312.0,804.1,824.3,5402.1,1.84,6.2,1070.6,,,,,,,,,,
2004-05-01,234.6,744.1,311.3,803.4,823.9,5402.1,1.42,6.2,1070.2,,,,,,,,,,
2004-06-01,235.9,744.9,311.4,803.1,822.6,5409.2,1.26,6.2,1070.2,,,,,,,,,,
2004-07-01,234.4,746.5,310.9,804.4,822.1,5411.6,0.70,6.3,1068.1,,,,,,,,,,
2004-08-01,234.1,746.2,311.0,802.0,822.7,5413.9,1.70,6.3,1068.4,,,,,,,,,,
2004-09-01,234.3,748.1,309.6,798.7,820.5,5410.3,0.99,6.3,1066.5,,,,,,,,,,
2004-10-01,234.5,752.0,309.4,800.0,820.5,5423.4,0.58,6.3,1066.5,,,,,,,,,,
2004-11-01,233.7,752.6,308.9,798.9,818.6,5420.0,-0.06,6.3,1063.7,,,,,,,,,,
2004-12-01,233.4,755.4,308.6,798.8,818.8,5417.5,0.21,6.3,1063.8,,,,,,,,,,
2005-01-01,231.8,753.9,308.0,797.9,816.6,5406.7,0.50,6.3,1059.7,,,,,,,,,,
2005-02-01,231.1,755.1,307.9,800.2,815.6,5414.2,1.36,6.2,1058.0,,,,,,,,,,
2005-03-01,230.7,756.8,307.2,799.2,815.9,5416.2,1.32,6.1,1057.9,,,,,,,,,,
2005-04-01,233.7,758.4,308.3,799.0,814.9,5430.8,1.32,6.0,1059.9,,,,,,,,,,
2005-05-01,233.5,759.7,308.1,801.9,813.4,5427.9,1.80,5.9,1058.2,,,,,,,,,,
2005-06-01,233.0,761.3,308.4,796.8,810.6,5414.9,1.41,5.8,1054.9,,,,,,,,,,
2005-07-01,234.8,762.9,308.8,800.0,814.8,5435.0,0.68,5.7,1061.0,,,,,,,,,,
2005-08-01,234.1,764.0,309.0,800.5,809.5,5430.6,-0.24,5.8,1054.9,,,,,,,,,,
2005-09-01,234.1,766.4,309.2,800.1,809.0,5437.9,1.49,5.8,1054.5,,,,,,,,,,
2005-10-01,233.1,767.8,309.5,800.1,808.3,5434.4,1.03,5.8,1052.9,,,,,,,,,,
2005-11-01,233.9,769.3,309.1,800.6,807.1,5438.6,1.72,5.7,1052.5,,,,,,,,,,
2005-12-01,230.8,770.6,308.6,798.7,806.3,5435.2,1.27,5.6,1048.6,,,,,,,,,,
2006-01-01,234.7,771.9,307.9,800.7,805.5,5443.7,1.78,5.5,1051.7,,,,,,,,,,
2006-02-01,234.9,775.0,307.5,798.6,802.6,5446.8,0.93,5.3,1049.1,,,,,,,,,,
2006-03-01,236.6,777.7,307.8,799.4,801.7,5453.9,-0.91,5.3,1049.9,,,,,,,,,,
2006-04-01,233.8,777.6,307.4,799.3,805.0,5449.1,-0.72,5.3,1050.5,,,,,,,,,,
2006-05-01,230.4,778.3,306.5,802.1,800.5,5440.3,-0.69,5.3,1042.4,,,,,,,,,,
2006-06-01,228.5,778.2,305.9,798.5,800.6,5437.4,-1.00,5.4,1040.7,,,,,,,,,,
2006-07-01,228.1,777.9,305.3,799.9,798.9,5432.7,-0.31,5.5,1038.5,,,,,,,,,,
2006-08-01,228.1,779.3,304.0,800.7,793.7,5430.7,0.42,5.5,1033.4,,,,,,,,,,
2006-09-01,227.4,780.4,304.1,801.0,792.3,5428.3,-0.13,5.5,1031.2,,,,,,,,,,
2006-10-01,225.5,781.3,304.9,800.0,788.8,5423.0,-0.10,5.5,1025.8,,,,,,,,,,
2006-11-01,224.3,781.8,303.9,799.3,785.2,5419.8,0.33,5.5,1021.0,,,,,,,,,,
2006-12-01,227.1,782.6,302.5,800.8,782.7,5426.9,0.52,5.5,1021.4,,,,,,,,,,
2007-01-01,227.9,785.1,303.7,798.6,780.4,5435.8,0.16,5.5,1020.1,39.3,22.7,37.4,23.4,39.6,22.5,36.6,24.1,32.7,18.8
2007-02-01,221.2,782.9,303.3,795.4,780.3,5417.6,0.02,5.5,1013.1,37.4,23.4,36.0,23.8,37.6,23.2,36.3,23.7,32.0,18.7
2007-03-01,225.9,786.2,301.6,797.5,780.7,5431.7,-0.11,5.5,1018.2,39.6,23.3,38.3,23.1,40.1,23.5,36.3,23.6,32.6,18.5
2007-04-01,225.7,788.5,303.0,798.2,779.0,5433.1,-0.52,5.5,1016.4,39.3,23.0,38.1,23.4,39.6,22.8,36.8,23.5,32.7,18.6
2007-05-01,227.0,791.0,302.2,797.5,775.7,5434.9,-0.67,5.5,1014.4,39.4,22.9,39.5,23.5,39.6,22.8,36.3,23.6,32.5,18.6
2007-06-01,226.7,793.8,299.9,800.5,773.2,5440.0,-1.14,5.6,1011.6,39.4,22.8,39.1,23.5,39.6,22.5,36.4,23.8,32.6,19.0
2007-07-01,224.8,795.6,299.5,799.1,769.3,5428.4,-0.77,5.6,1005.8,39.3,22.9,38.5,23.6,39.7,22.8,38.1,24.0,32.3,18.7
2007-08-01,223.9,797.4,299.1,799.0,766.5,5421.6,-0.90,5.7,1002.1,38.7,22.7,38.0,23.6,38.6,23.7,37.0,24.2,32.2,18.6
2007-09-01,224.3,800.1,298.1,798.1,763.7,5417.2,-0.45,5.7,999.7,39.6,22.7,38.2,23.9,40.6,22.5,37.6,24.2,32.5,18.7
2007-10-01,224.4,800.8,297.2,797.2,760.0,5421.0,-0.16,5.7,996.0,39.4,22.8,37.4,24.1,40.1,22.4,37.0,24.3,32.0,18.8
2007-11-01,223.0,803.1,295.2,797.1,761.3,5423.1,-0.02,5.7,996.0,39.3,22.8,37.4,24.4,40.0,22.3,36.5,24.2,31.9,18.8
2007-12-01,221.1,804.5,294.9,794.7,760.7,5419.6,-0.59,5.7,993.5,39.5,22.7,36.9,24.4,40.1,22.3,37.4,24.0,32.0,18.8
2008-01-01,219.4,808.8,294.4,798.7,760.6,5427.9,-0.57,5.6,991.8,39.5,22.4,37.5,23.8,39.9,22.0,36.7,24.2,32.0,19.1
2008-02-01,217.6,809.3,293.9,799.8,760.7,5423.9,-1.77,5.7,990.2,39.8,22.3,37.5,23.8,40.3,21.9,37.0,24.1,32.3,19.1
2008-03-01,214.7,809.1,293.0,797.0,751.8,5389.6,-1.88,5.7,978.0,40.0,22.2,37.3,24.3,40.5,21.8,37.5,24.4,32.3,19.5
2008-04-01,215.0,810.6,292.3,799.1,750.5,5399.2,-3.14,5.9,977.1,39.8,22.1,37.0,24.4,40.5,21.9,37.0,24.4,32.3,19.2
2008-05-01,213.9,812.2,291.6,797.3,746.6,5388.9,-2.22,6.2,972.3,39.7,21.6,36.7,24.5,40.4,21.6,36.8,24.4,32.5,18.8
2008-06-01,212.8,813.3,290.7,799.0,745.8,5382.6,-2.07,6.4,970.4,39.5,22.0,36.8,24.8,40.3,21.8,37.0,24.3,32.6,19.0
2008-07-01,211.7,813.7,289.8,798.4,741.7,5370.7,-2.72,6.6,965.5,39.2,22.0,36.7,24.7,40.0,21.8,36.6,24.0,32.7,19.2
2008-08-01,210.4,815.0,289.1,798.3,735.3,5359.1,-3.19,6.8,957.8,39.7,22.3,36.6,25.1,40.2,22.2,36.5,24.1,32.6,19.3
2008-09-01,208.6,818.2,288.4,797.4,730.9,5342.6,-3.82,7.0,951.7,39.8,22.4,36.9,25.4,40.3,22.3,35.7,24.1,32.6,19.4
2008-10-01,206.6,818.3,287.5,797.6,722.8,5315.3,-5.35,7.3,941.7,39.3,22.1,37.2,24.9,39.7,22.3,36.6,23.9,32.5,19.2
2008-11-01,203.3,819.9,286.7,798.6,714.0,5284.5,-6.75,7.7,929.6,38.9,22.0,36.8,24.8,39.5,22.1,37.3,23.9,32.6,19.5
2008-12-01,199.2,821.5,286.1,797.5,701.1,5255.5,-7.45,8.3,912.5,38.8,22.4,37.1,24.8,39.2,22.1,36.6,24.0,32.7,19.5
2009-01-01,196.6,822.1,284.6,797.2,678.0,5206.8,-7.29,8.9,886.7,36.8,22.0,35.9,24.7,38.1,22.0,36.7,23.4,32.3,19.4
2009-02-01,195.0,823.4,283.3,796.4,667.5,5178.4,-6.32,9.5,874.5,37.3,22.1,37.0,24.8,38.2,21.9,37.4,23.7,32.6,19.4
2009-03-01,190.9,824.1,282.5,795.2,652.2,5139.0,-5.25,10.0,855.0,36.8,21.9,36.7,24.9,38.0,21.9,36.7,23.6,32.7,19.7
2009-04-01,181.8,824.4,281.2,797.6,640.6,5094.4,-4.07,10.3,834.3,36.7,22.0,35.9,24.9,37.9,21.8,36.1,23.5,32.1,19.8
2009-05-01,182.5,825.1,280.8,791.4,624.9,5074.0,-3.25,10.6,819.3,37.2,21.9,37.1,25.2,37.9,21.7,36.6,23.4,33.0,20.1
2009-06-01,180.6,826.7,280.1,794.4,611.6,5048.9,-0.76,10.7,804.0,37.5,21.9,37.1,24.9,38.3,21.7,36.6,23.4,32.7,20.4
2009-07-01,178.7,828.3,279.3,792.8,611.8,5036.4,0.01,10.7,802.2,37.7,21.8,37.5,24.8,38.5,21.6,36.5,23.5,32.8,20.1
2009-08-01,177.0,830.5,278.5,789.4,612.4,5026.6,-0.39,10.7,801.1,37.7,21.5,37.8,24.7,38.6,21.2,36.6,23.5,33.0,20.1
2009-09-01,174.6,831.4,278.2,790.0,612.7,5026.5,0.24,10.8,798.9,37.4,21.5,37.5,24.8,38.5,21.2,36.2,23.5,32.9,20.2
2009-10-01,172.5,833.2,277.3,788.4,612.2,5015.2,0.77,10.8,796.1,37.6,21.5,36.6,24.8,38.5,21.2,36.1,23.4,32.8,20.3
2009-11-01,171.8,834.4,276.9,786.4,612.6,5011.5,0.35,10.9,795.8,38.1,21.6,37.5,25.0,38.8,21.3,36.7,23.4,33.0,20.3
2009-12-01,171.3,836.2,276.3,783.5,614.3,5007.9,1.93,11.0,797.0,38.7,21.4,37.8,25.0,39.3,21.0,36.3,23.4,32.8,20.4
2010-01-01,169.2,837.7,276.1,787.8,612.3,5008.5,3.00,11.0,792.4,39.3,21.5,38.0,25.2,39.9,21.2,36.0,23.1,32.7,20.4
2010-02-01,168.2,837.3,275.8,784.7,612.1,5002.8,3.30,10.9,791.4,39.2,21.5,37.9,25.1,39.9,21.2,36.4,24.2,32.2,20.3
2010-03-01,168.5,840.1,275.4,784.3,613.2,5008.8,4.22,10.8,792.6,39.7,21.5,38.3,25.0,40.0,21.2,36.2,24.4,32.5,20.4
2010-04-01,168.3,838.6,275.7,787.6,616.4,5021.7,4.67,10.5,795.9,39.9,21.6,38.6,25.0,40.1,21.2,36.4,24.2,32.4,20.5
2010-05-01,166.8,838.0,275.5,798.3,621.0,5037.1,2.87,10.3,799.1,39.8,21.8,37.8,25.1,40.4,21.4,36.6,24.3,32.3,20.4
2010-06-01,166.5,837.1,275.9,795.8,621.3,5038.0,2.73,10.1,799.1,39.8,21.8,37.6,25.1,40.3,21.3,36.2,24.4,32.1,20.6
2010-07-01,168.0,839.2,276.6,787.5,624.1,5042.4,2.04,9.9,803.4,39.7,21.9,37.2,25.1,40.3,21.4,36.2,24.4,32.3,20.7
2010-08-01,168.4,839.4,277.1,781.0,622.8,5038.6,0.66,9.8,802.5,39.7,21.9,37.3,25.0,40.1,21.4,36.7,24.4,32.2,20.7
2010-09-01,168.4,841.7,277.2,778.6,623.6,5039.9,1.43,9.8,803.5,39.4,21.8,36.9,24.8,40.0,21.4,36.3,24.4,32.1,20.7
2010-10-01,171.0,844.8,277.8,779.7,625.2,5055.5,2.76,9.7,807.6,40.1,21.9,37.7,24.8,40.6,21.4,36.7,24.6,32.3,21.0
2010-11-01,171.3,846.1,278.2,779.8,626.6,5061.9,1.81,9.6,809.3,40.0,21.8,37.8,24.7,40.4,21.4,36.6,24.8,32.1,20.6
2010-12-01,171.0,846.0,278.7,780.9,628.1,5067.1,2.02,9.4,810.4,39.6,21.9,37.9,24.7,39.9,22.0,36.3,25.1,32.1,20.8
2011-01-01,172.1,846.1,279.3,777.0,629.9,5068.0,1.75,9.2,813.2,39.7,22.2,38.3,25.0,39.8,22.1,36.8,24.6,32.4,21.1
2011-02-01,172.8,848.4,279.5,775.1,630.3,5075.8,1.60,9.1,814.4,40.1,22.4,38.5,25.0,40.2,22.3,36.1,24.4,32.4,21.2
2011-03-01,172.6,849.0,279.3,774.9,633.4,5080.3,1.93,9.0,817.3,40.0,22.6,38.4,25.5,40.1,22.5,36.2,24.2,32.4,21.3
2011-04-01,172.3,851.6,278.7,772.9,635.0,5089.1,1.87,9.0,818.5,40.0,22.8,38.7,25.2,40.1,22.7,36.6,24.2,32.5,21.3
2011-05-01,172.0,856.1,278.3,765.8,635.7,5086.4,2.48,9.0,818.9,39.9,22.9,39.0,25.1,40.0,22.8,37.8,24.5,32.6,21.7
2011-06-01,172.8,852.5,277.5,774.1,635.0,5088.9,2.93,9.0,818.9,39.8,23.0,39.0,25.3,39.9,22.9,37.0,24.4,32.5,21.4
2011-07-01,177.1,853.3,277.1,776.7,641.3,5118.0,2.88,9.0,829.6,40.0,23.0,39.4,25.2,40.0,22.8,37.2,24.9,32.8,21.2
2011-08-01,179.0,851.9,277.1,772.1,642.0,5119.6,3.29,8.9,832.4,40.1,23.3,39.2,25.4,40.3,23.0,36.7,24.7,32.3,21.4
2011-09-01,180.2,853.4,277.9,770.9,641.5,5123.8,3.23,8.7,833.2,40.2,23.5,39.2,25.6,40.2,23.2,36.6,24.7,32.4,21.3
2011-10-01,179.4,853.8,277.0,769.4,644.6,5122.8,2.80,8.5,835.5,40.2,23.5,38.0,25.6,40.4,23.3,37.6,25.2,32.6,21.5
2011-11-01,180.5,854.9,277.0,768.4,647.3,5137.5,3.94,8.2,839.3,40.3,23.6,39.0,25.8,40.2,23.2,36.9,24.9,32.5,21.5
2011-12-01,184.0,857.5,277.1,766.5,647.9,5146.1,4.03,8.0,843.4,40.3,23.7,38.7,25.9,40.4,23.2,36.8,25.3,32.4,21.4
2012-01-01,184.4,861.0,277.6,768.6,649.5,5163.5,4.12,7.8,845.4,40.5,23.9,38.5,26.0,40.8,23.4,37.9,26.6,32.5,21.4
2012-02-01,184.3,862.7,277.6,770.7,652.3,5180.4,1.69,7.6,848.0,40.5,23.6,38.2,26.0,40.7,23.2,36.7,26.5,32.3,21.5
2012-03-01,183.9,864.9,278.3,772.2,655.7,5197.6,2.35,7.5,851.0,40.3,23.8,37.8,26.6,40.8,23.4,36.7,26.9,32.2,21.4
2012-04-01,183.1,865.1,278.7,771.7,656.2,5194.2,1.89,7.4,850.7,40.5,24.0,38.0,26.4,40.9,23.5,37.7,27.6,32.3,21.3
2012-05-01,180.8,866.5,279.4,772.5,656.8,5197.0,1.11,7.4,849.1,40.3,23.6,37.8,26.4,40.8,23.1,36.2,27.2,32.3,21.5
2012-06-01,179.5,868.6,280.1,774.0,658.9,5206.2,0.70,7.3,849.8,40.2,23.5,37.9,26.0,40.5,23.1,36.1,27.4,32.3,21.3
2012-07-01,178.6,863.7,280.7,769.8,658.8,5195.9,1.63,7.2,848.8,40.7,23.6,38.5,25.9,41.1,23.2,38.3,27.3,32.3,21.4
2012-08-01,177.9,865.2,280.4,768.3,658.1,5195.2,1.59,7.2,847.3,39.9,23.6,37.9,25.9,40.6,23.2,36.6,27.5,32.3,21.2
2012-09-01,179.1,866.5,280.7,767.5,657.6,5201.7,2.01,7.2,848.0,40.5,23.8,39.1,26.5,41.1,23.4,37.5,27.9,32.5,21.4
2012-10-01,180.2,868.3,281.2,768.7,655.8,5215.2,1.48,7.2,847.3,40.4,24.0,39.0,26.8,40.7,23.4,36.5,27.4,32.4,21.2
2012-11-01,180.5,868.2,282.0,766.5,657.5,5215.8,0.69,7.3,849.5,40.2,24.2,39.6,26.7,40.3,23.6,36.5,27.8,32.2,21.2
2012-12-01,182.8,868.7,282.3,766.5,657.8,5221.2,1.56,7.4,852.2,40.7,24.0,39.3,26.6,41.2,23.6,38.1,28.0,32.3,21.3
2013-01-01,184.2,871.1,281.6,768.4,660.0,5229.3,1.81,7.5,856.0,40.7,24.0,39.4,26.3,41.3,23.6,36.9,27.6,32.1,21.2
2013-02-01,185.5,875.4,282.2,765.6,660.5,5241.8,1.46,7.5,857.9,40.7,23.9,39.0,26.1,41.3,23.5,36.7,27.0,32.1,21.4
2013-03-01,183.8,875.1,282.2,763.5,661.2,5240.6,2.45,7.5,857.2,40.7,23.8,39.4,26.0,41.2,23.4,37.1,27.1,32.0,21.3
2013-04-01,183.0,877.5,283.6,764.4,661.7,5252.7,2.42,7.5,856.9,40.5,23.8,39.2,25.7,41.1,23.5,36.7,27.5,31.9,21.4
2013-05-01,184.9,878.4,284.0,762.3,662.9,5259.3,0.78,7.4,860.1,40.7,24.0,39.8,25.6,41.3,23.7,36.7,27.6,31.6,21.3
2013-06-01,185.6,880.2,285.0,752.5,663.1,5256.8,1.21,7.4,861.0,40.8,24.0,39.3,25.4,41.5,23.8,37.8,27.7,31.8,21.6
2013-07-01,185.5,881.6,285.2,757.3,662.2,5260.4,2.36,7.4,860.0,40.4,24.1,38.5,25.5,41.2,23.9,36.5,27.7,31.7,21.5
2013-08-01,186.8,883.6,285.3,763.3,662.9,5272.6,2.79,7.4,862.2,40.8,24.2,39.7,25.6,41.4,24.0,36.1,27.7,31.7,21.3
2013-09-01,187.9,882.9,285.4,761.0,663.2,5275.8,2.08,7.3,863.7,40.9,24.1,39.2,25.5,41.7,24.0,37.2,27.7,31.9,21.5
2013-10-01,188.9,882.7,285.1,760.0,664.3,5280.6,3.01,7.2,866.5,40.7,24.1,39.6,25.5,41.0,23.9,36.1,27.9,31.4,21.6
2013-11-01,189.8,885.6,285.5,761.4,666.3,5293.1,3.36,7.0,869.5,41.1,24.2,39.5,25.5,41.4,24.0,36.2,27.8,31.3,21.6
2013-12-01,188.2,885.7,285.8,759.8,667.4,5297.9,2.40,6.8,869.2,41.0,24.4,39.1,25.8,41.5,24.1,37.4,27.6,31.4,21.6
2014-01-01,189.4,884.7,285.8,759.0,668.3,5297.2,2.95,6.5,871.4,40.3,24.5,38.7,25.7,40.7,24.2,36.4,27.6,31.0,21.5
2014-02-01,190.8,886.2,286.7,758.8,669.3,5302.8,3.23,6.3,874.1,41.1,24.7,39.4,26.1,41.4,24.3,37.4,27.3,31.3,21.5
2014-03-01,192.7,887.9,287.0,758.8,669.7,5309.1,2.49,6.1,876.6,41.0,24.7,39.2,26.2,41.4,24.3,37.1,27.3,31.3,21.5
2014-04-01,194.8,889.3,286.4,759.2,670.9,5320.7,2.65,5.9,879.9,41.1,24.7,39.4,26.2,41.5,24.3,36.7,27.0,31.2,21.6
2014-05-01,196.5,890.3,287.7,760.4,673.6,5330.3,3.39,5.8,884.4,40.9,24.5,38.8,26.0,41.4,24.2,36.9,26.9,31.0,21.7
2014-06-01,197.4,890.8,288.2,750.4,673.5,5324.9,2.70,5.7,885.3,41.1,24.7,39.3,26.2,41.4,24.4,37.3,27.1,30.5,21.9
2014-07-01,198.0,891.7,288.7,761.1,673.8,5342.3,2.59,5.6,886.7,41.0,24.7,38.7,26.3,41.4,24.3,36.9,27.2,30.8,22.0
2014-08-01,198.2,893.2,289.5,762.4,675.7,5352.5,2.44,5.5,889.2,40.9,24.7,38.2,26.1,41.5,24.4,37.1,27.1,30.8,22.2
2014-09-01,197.9,893.0,290.4,762.4,675.9,5351.6,1.82,5.4,889.0,41.1,24.8,39.4,26.6,41.5,24.3,36.7,27.1,30.9,22.4
2014-10-01,192.6,890.6,289.8,758.8,675.5,5349.8,1.76,5.3,883.5,41.1,24.9,38.1,26.3,41.6,24.4,37.1,27.3,31.1,22.4
2014-11-01,192.9,890.1,290.2,755.8,677.4,5361.2,2.11,5.2,886.0,41.0,24.7,37.8,26.0,41.5,24.4,38.3,27.3,31.7,22.6
2014-12-01,193.5,890.2,289.9,759.1,677.2,5368.8,2.37,5.1,886.3,41.0,24.5,38.3,25.9,41.5,24.2,36.5,27.2,31.5,22.5
2015-01-01,192.6,898.5,291.1,752.3,681.4,5385.7,1.54,5.1,889.6,40.8,24.5,38.4,26.0,41.3,24.2,36.8,27.1,31.6,23.0
2015-02-01,195.8,895.8,290.1,753.0,683.7,5382.4,1.27,5.1,894.9,40.6,24.5,38.5,25.6,41.1,24.3,37.3,27.8,31.6,22.7
2015-03-01,192.8,897.0,293.8,755.2,684.8,5384.8,0.47,5.1,892.6,40.8,24.6,38.8,25.9,41.2,24.3,38.3,27.5,31.8,22.8
2015-04-01,191.6,899.9,294.3,753.3,689.2,5391.1,0.64,5.0,895.7,40.5,24.7,38.7,26.1,40.9,24.4,37.2,27.1,31.8,22.7
2015-05-01,190.2,900.0,294.6,750.1,691.8,5398.6,1.67,4.9,896.6,40.6,24.8,39.4,26.7,40.9,24.3,37.3,27.0,32.0,22.7
2015-06-01,186.5,899.1,294.8,752.1,691.3,5384.2,2.25,4.8,892.3,40.6,24.8,38.6,26.5,41.0,24.3,36.6,26.8,32.3,22.6
2015-07-01,184.2,898.9,293.1,777.3,689.1,5396.5,3.91,4.7,887.6,40.4,24.9,38.6,26.8,40.9,24.4,36.9,26.7,32.4,22.4
2015-08-01,186.3,898.6,293.6,776.2,689.6,5409.5,2.96,4.6,890.1,40.5,25.0,38.8,26.8,40.8,24.5,37.4,27.7,32.6,22.5
2015-09-01,185.3,899.7,295.7,763.2,684.9,5396.4,0.74,4.6,884.3,39.6,24.9,37.3,26.8,40.5,24.5,36.3,27.2,32.5,22.5
2015-10-01,191.2,908.5,298.1,757.8,689.6,5427.1,0.84,4.7,894.8,40.8,24.9,39.4,26.7,40.8,24.3,37.0,26.8,32.3,22.4
2015-11-01,194.0,909.2,298.4,760.5,688.5,5436.3,-0.26,4.7,896.5,40.3,25.0,37.8,26.8,40.8,24.6,37.3,26.7,32.6,22.4
2015-12-01,194.5,914.1,296.8,759.8,691.7,5451.5,0.32,4.8,900.0,40.2,25.1,39.0,26.8,40.6,24.8,36.3,26.8,32.2,22.5
2016-01-01,,,,,,,,4.9,,,,,,,,,,,
